"line_name","specimen__id","specimen__name","specimen__hemisphere","structure__id","structure__name","structure__acronym","structure_parent__id","structure_parent__acronym","structure__layer","nr__max_euclidean_distance","nr__number_stems","nr__number_bifurcations","nr__average_contraction","nr__average_parent_daughter_ratio","nrwkf__id","erwkf__id","ef__upstroke_downstroke_ratio_long_square","ef__adaptation","ef__f_i_curve_slope","ef__threshold_i_long_square","ef__tau","ef__avg_isi","ef__avg_firing_rate","ef__ri","ef__peak_t_ramp","ef__vrest","si__height","si__width","si__path","csl__x","csl__y","csl__z","csl__normalized_depth","cell_reporter_status","m__glif","m__biophys_perisomatic","m__biophys_all_active","tag__apical","tag__dendrite_type","morph_thumb_path","ephys_thumb_path","ephys_inst_thresh_thumb_path","id"
"Pvalb-IRES-Cre","333604946","Pvalb-IRES-Cre;Ai14-176848.03.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","174.587299855334","6","19","0.907323597233914","0.82547687449315","491119486","491199983","1.31803046546577","0.00637119649264477","0.751998651602927","230","7.1894255025241","22.67625","44.0990022600739","114.0625","9.97031833333333","-73.1890163421631","5761","5759","/external/mousecelltypes/prod248/specimen_333604946/min_xy_333604946.aff","8703.15","824.102","3242.85","0.255463","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487658885","/api/v2/well_known_file_download/487624232","/api/v2/well_known_file_download/491383925","283"
"Rorb-IRES2-Cre","484571248","Rorb-IRES2-Cre-D;Ai14-201965.04.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","233.932781924919","6","15","0.922205537552155","0.756428778879787","496085115","491316860","1.31053373846138","0.0121303960414844","0.455522385020848","110","13.8608566304288","41.5330434782609","24.0772145803237","181.562539774177","5.03746625","-80.0198686387804","5716","5741","/external/mousecelltypes/prod485/specimen_484571248/min_xy_484571248.aff","8373.13","1056.99","3548.89","0.650411","cre reporter negative","0","1","1","NA","aspiny","/api/v2/well_known_file_download/496085436","/api/v2/well_known_file_download/484589093","/api/v2/well_known_file_download/491382078","554"
"Pvalb-IRES-Cre","484635029","Pvalb-IRES-Cre;Ai14-201791.05.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","148.84384362694","6","18","0.91183272448602","0.738788442049433","496079601","491317615","1.30736814825207","0.00376263915988954","0.574276477011277","330","4.74799623840657","28.0454545454546","35.6564019448946","67.3439044818331","13.6309","-72.9206239700317","9448","9442","/external/mousecelltypes/prod483/specimen_484635029/min_xy_484635029.aff","8218.99","716.081","3067.87","0.140424","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/496080020","/api/v2/well_known_file_download/484652671","/api/v2/well_known_file_download/491377755","344"
"Pvalb-IRES-Cre","469610831","Pvalb-IRES-Cre;Ai14-177452.03.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","174.147061449023","6","23","0.898483662939442","0.799064999241562","491120253","491200184","1.3053675141758","0.00337826585875643","0.873094128284832","230","11.3896880709738","18.0878703703704","55.285668214324","118.281246934831","7.74173666666667","-77.9200319290161","5743","5733","/external/mousecelltypes/prod324/specimen_469610831/min_xy_469610831.aff","8490.04","1151.21","3124.05","0.558998","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487659429","/api/v2/well_known_file_download/487623385","/api/v2/well_known_file_download/491384388","299"
"Pvalb-IRES-Cre","471085676","Pvalb-IRES-Cre;Ai14-180633.04.01.01","left","565","posteromedial visual area, layer 5","VISpm5","533","VISpm","5","185.640828212441","7","7","0.862866488894314","0.697823646089238","491771161","491200018","1.29132882187719","0.00894749852187368","1.55583315864844","290","6.10205484913077","9.046","110.54609772275","130.624963116644","10.67977","-74.7897542317708","5754","5751","/external/mousecelltypes/prod324/specimen_471085676/min_xy_471085676.aff","8046.41","855.81","3861.59","0.558052","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487659425","/api/v2/well_known_file_download/487623047","/api/v2/well_known_file_download/491384147","307"
"Pvalb-IRES-Cre","330080937","Pvalb-IRES-Cre;Ai14-176847.04.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","410.819010610462","4","17","0.93710142467648","0.707898594089749","491120135","487096965","1.20399245210834","","0.77432428451939","249.999984741211","5.90801208126702","","","123.437498614191","","-81.435647837321","5745","3922","/external/mousecelltypes/prod248/specimen_330080937/min_xy_330080937.aff","8433.99","1289.4","8226.79","0.73095","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487659347","/api/v2/well_known_file_download/483154523","/api/v2/well_known_file_download/491380428","281"
"Pvalb-IRES-Cre","484742372","Pvalb-IRES-Cre;Ai14-201773.04.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","231.468921707938","5","15","0.931684813258533","0.831982225263813","496079436","491317799","1.20053828508104","0.00342587053042371","0.897373192430508","170","5.67136554221585","16.3288333333333","61.241362416176","128.906175041199","7.51466333333333","-75.9636413111831","5754","7589","/external/mousecelltypes/prod483/specimen_484742372/min_xy_484742372.aff","8715.57","1654.47","2579.11","0.721759","cre reporter positive","5","1","1","NA","aspiny","/api/v2/well_known_file_download/496079727","/api/v2/well_known_file_download/484743788","/api/v2/well_known_file_download/491376572","345"
"Sst-IRES-Cre","476104386","Sst-IRES-Cre;Ai14-187427.04.01.01","left","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","320.435822929998","5","18","0.933327126614895","0.787472679451719","491119896","491202779","1.179003856375","","0.707601375673558","190","4.44258445487326","","","84.3749626219279","11.0482766666667","-71.2060629708426","5751","7598","/external/mousecelltypes/prod382/specimen_476104386/min_xy_476104386.aff","8045.58","1302.95","3213.35","0.824786","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/487661901","/api/v2/well_known_file_download/491384292","/api/v2/well_known_file_download/491384294","763"
"Pvalb-IRES-Cre","482516713","Pvalb-IRES-Cre;Ai14-199001.04.02.01","right","613","Lateral visual area, layer 5","VISl5","409","VISl","5","351.976197156381","6","16","0.916095718151166","0.67424946494018","491119247","491316031","1.17200712664061","0.0257060216293444","1.09650586411284","400","6.31216108794659","8.59875000000004","116.295973251926","87.1875008255245","15.0157116666667","-70.0179130067217","7596","7606","/external/mousecelltypes/prod460/specimen_482516713/min_xy_482516713.aff","8848.16","1893.4","9206.61","0.625873","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/489405419","/api/v2/well_known_file_download/483106869","/api/v2/well_known_file_download/491381077","342"
"Pvalb-IRES-Cre","471077857","Pvalb-IRES-Cre;Ai14-180633.05.01.01","left","312782616","Rostrolateral area, layer 5","VISrl5","417","VISrl","5","268.501433640674","6","13","0.917866548555484","0.73152841033595","491119236","491200333","1.15719534015496","0.00254494411824682","1.29721185949013","370","7.7279926672022","8.30088888888889","120.469026074851","105.156250962614","11.5555283333333","-74.0992031097412","9445","9438","/external/mousecelltypes/prod324/specimen_471077857/min_xy_471077857.aff","7736.76","1128","3136.34","0.580005","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487660419","/api/v2/well_known_file_download/487627564","/api/v2/well_known_file_download/491380724","306"
"Pvalb-IRES-Cre","487667205","Pvalb-IRES-Cre;Ai14-212813.03.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","251.533325118628","8","6","0.93158934299197","0.446585435583369","496164001","496195965","1.12533794532934","0.0212807292507724","0.498968676494257","249.999984741211","6.78188686483113","12.2414285714286","81.689812113432","111.250077468157","10.960505","-72.4833271677901","7597","7598","/external/mousecelltypes/prod534/specimen_487667205/min_xy_487667205.aff","8334.65","1008.66","3170.23","0.455893","cre reporter positive","2","1","1","NA","aspiny","/api/v2/well_known_file_download/496357032","/api/v2/well_known_file_download/487667788","/api/v2/well_known_file_download/491377670","372"
"Gad2-IRES-Cre","323540736","Gad2-IRES-Cre;Ai14-172679.05.01.01","left","233","Anterolateral visual area, layer 5","VISal5","402","VISal","5","262.542806315482","8","16","0.87892742957837","0.70006667707195","491119790","491202618","1.04926692352647","-0.204913283975279","1.0019101291053","320","6.02369184964797","51.342","19.4772311168244","93.5937872931342","11.23826","-72.866548650405","5738","7572","/external/mousecelltypes/prod217/specimen_323540736/min_xy_323540736.aff","8465.08","1586.39","2204.46","0.460264","cre reporter positive","0","1","1","NA","aspiny","/api/v2/well_known_file_download/487659410","/api/v2/well_known_file_download/487611297","/api/v2/well_known_file_download/491382792","61"
