"line_name","specimen__id","specimen__name","specimen__hemisphere","structure__id","structure__name","structure__acronym","structure_parent__id","structure_parent__acronym","structure__layer","nr__max_euclidean_distance","nr__number_stems","nr__number_bifurcations","nr__average_contraction","nr__average_parent_daughter_ratio","nrwkf__id","erwkf__id","ef__upstroke_downstroke_ratio_long_square","ef__adaptation","ef__f_i_curve_slope","ef__threshold_i_long_square","ef__tau","ef__avg_isi","ef__avg_firing_rate","ef__ri","ef__peak_t_ramp","ef__vrest","si__height","si__width","si__path","csl__x","csl__y","csl__z","csl__normalized_depth","cell_reporter_status","m__glif","m__biophys_perisomatic","m__biophys_all_active","tag__apical","tag__dendrite_type","morph_thumb_path","ephys_thumb_path","ephys_inst_thresh_thumb_path","id"
"Rbp4-Cre_KL100","487664663","Rbp4-Cre_KL100;Ai14-211531.03.01.01","left","565","posteromedial visual area, layer 5","VISpm5","533","VISpm","5","716.834243114587","9","46","0.922770677221146","0.764228190129414","496085296","496194538","2.96935901039679","0.0868781786666974","0.114910980685756","50","16.1891006038196","101.536111111111","9.84871282794847","118.080380032863","2.38261666666667","-68.412512929816","9424","7625","/external/mousecelltypes/prod534/specimen_487664663/min_xy_487664663.aff","8606.6","780.09","3995.52","0.462835","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496357063","/api/v2/well_known_file_download/487666297","/api/v2/well_known_file_download/491383908","442"
"Rbp4-Cre_KL100","485574832","Rbp4-Cre_KL100;Ai14-203498.04.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","563.674909853251","9","45","0.88703160878247","0.762355916082871","496001063","491316926","2.93445418869539","0.00196876907163959","0.192879177350079","190","13.2493195312809","118.630714285714","8.42952017966922","80.3125770658283","6.82551","-71.4554865700858","9411","7587","/external/mousecelltypes/prod494/specimen_485574832/min_xy_485574832.aff","8841.45","1275.8","8568.19","0.462397","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/496001248","/api/v2/well_known_file_download/485577430","/api/v2/well_known_file_download/491384243","421"
"Rorb-IRES2-Cre","488679042","Rorb-IRES2-Cre-D;Ai14-212872.04.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","685.338409247718","11","62","0.918190916326471","0.715558971282893","505203925","496275611","2.92868072763552","-0.00277930955092423","0.147715542007438","190","10.1201479183466","103.759375","9.6376833418667","47.6560581972271","7.746445","-76.9376358985901","7599","7607","/external/mousecelltypes/prod549/specimen_488679042/min_xy_488679042.aff","8900.19","1188.88","8060.62","0.596607","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/505204817","/api/v2/well_known_file_download/488679907","/api/v2/well_known_file_download/491377936","581"
"Scnn1a-Tg2-Cre","354190013","Scnn1a-Tg2-Cre;Ai14-176962.05.01.01","left","778","Primary visual area, layer 5","VISp5","385","VISp","5","562.98173939133","9","45","0.863311293649203","0.764592669344308","495335449","491201732","2.89373239203773","0.150681930304697","0.101094531050545","130","26.2489520910624","117.956666666667","8.47768954700876","128.90625","6.134475","-73.0203901018415","7627","9453","/external/mousecelltypes/prod253/specimen_354190013/min_xy_354190013.aff","8237.68","1303.72","2650.26","0.504833","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660832","/api/v2/well_known_file_download/487625362","/api/v2/well_known_file_download/491381205","617"
"Nr5a1-Cre","370351753","Nr5a1-Cre;Ai14-177332.03.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","411.561267916549","4","28","0.884537805729774","0.817801383276348","491120168","491198971","2.87455060290884","0.0557216459252439","0.153571436957813","110","23.070061293973","99.9033333333333","10.0096760201528","170.312498152255","3.39989166666667","-78.7213543978604","5764","7602","/external/mousecelltypes/prod262/specimen_370351753/min_xy_370351753.aff","8756.02","1043.82","3033.83","0.366534","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660134","/api/v2/well_known_file_download/487613730","/api/v2/well_known_file_download/491380342","161"
"Rorb-IRES2-Cre","478586295","Rorb-IRES2-Cre-D;Ai14-194322.05.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","791.065621276764","10","17","0.866670347375594","0.609090227569826","492413666","491198516","2.74629636436674","","0.125396831781885","140","8.54118248596602","","","100.000038966536","7.73675333333333","-57.3018655395508","9425","9423","/external/mousecelltypes/prod409/specimen_478586295/min_xy_478586295.aff","8980.22","1372.12","8594.23","0.497066","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487661808","/api/v2/well_known_file_download/487626452","/api/v2/well_known_file_download/491384351","510"
"Nr5a1-Cre","382982932","Nr5a1-Cre;Ai14-177333.03.01.01","left","821","Primary visual area, layer 2/3","VISp2/3","385","VISp","2/3","459.360028609563","9","25","0.867157764339429","0.695835737801174","491771092","491199235","2.6878557104967","0.0388419782221786","0.251905152083063","130","15.6237344402198","81.5077272727273","12.2687754089127","160.624998331069","3.01895833333333","-80.7079317816373","5717","5768","/external/mousecelltypes/prod262/specimen_382982932/min_xy_382982932.aff","8994.18","1284.73","2542.42","0.288115","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487661131","/api/v2/well_known_file_download/487614729","/api/v2/well_known_file_download/491381661","163"
"Ntsr1-Cre_GN220","471789504","Ntsr1-Cre;Ai14-181184.05.01.01","left","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","942.731709582575","5","32","0.872318807615617","0.805651237709459","492413320","496895079","2.68010161210905","0.109118860693538","0.200124256034759","150","15.4375823888762","95.111","10.5140309743353","191.406179063021","5.63920833333333","-71.1431650015024","11285","5802","/external/mousecelltypes/prod324/specimen_471789504/min_xy_471789504.aff","8295.73","1528.61","8442.99","0.917917","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660415","/api/v2/well_known_file_download/487614823","/api/v2/well_known_file_download/491376519","224"
"Scnn1a-Tg3-Cre","476131588","Scnn1a-Tg3-Cre;Ai14-187849.06.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","357.486819500243","7","25","0.93474804653693","0.662086816356362","491392801","491201311","2.6390771884707","0.060753581526281","0.230640469183428","50","25.3350171782477","86.076","11.6176402249175","163.671779632568","2.02694","-64.7875567542182","9428","5742","/external/mousecelltypes/prod416/specimen_476131588/min_xy_476131588.aff","8170.52","1039.77","8489.61","0.380734","cre reporter positive","5","1","0","intact","spiny","/api/v2/well_known_file_download/487661696","/api/v2/well_known_file_download/487632542","/api/v2/well_known_file_download/491381167","677"
"Nr5a1-Cre","318733871","Nr5a1-Cre;Ai14-169248.04.02.01","right","721","Primary visual area, layer 4","VISp4","385","VISp","4","212.511020927765","7","15","0.880835021187539","0.698053892074704","491253827","491198863","2.63304079954003","0.145804842185204","0.197432903743752","70","26.2804242718472","93.6733333333333","10.6753967689132","256.562573581934","2.437465","-72.6340259752776","5745","5746","/external/mousecelltypes/prod155/specimen_318733871/min_xy_318733871.aff","8279.04","1002.14","8497.3","0.333308","cre reporter positive","5","1","0","intact","spiny","/api/v2/well_known_file_download/487660096","/api/v2/well_known_file_download/487611469","/api/v2/well_known_file_download/491381583","149"
"Rorb-IRES2-Cre","479770916","Rorb-IRES2-Cre-D;Ai14-196664.06.02.01","right","433","Anteromedial visual area, layer 5","VISam5","394","VISam","5","773.983040090969","10","51","0.925651925162454","0.787355348518848","491392812","496573507","2.49057336729185","0.00634278813750325","0.143931161534056","170","15.0510248939693","90.144","11.0933617323394","97.0313271969578","5.34442","-67.6264698322003","7584","7600","/external/mousecelltypes/prod429/specimen_479770916/min_xy_479770916.aff","7811.13","919.909","7800.51","0.543493","cre reporter negative","2","1","0","intact","spiny","/api/v2/well_known_file_download/487686021","/api/v2/well_known_file_download/491384324","/api/v2/well_known_file_download/491384326","524"
"Ntsr1-Cre_GN220","466632464","Ntsr1-Cre;Ai14-171080.04.02.01","right","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","716.608031919924","7","29","0.872621929387441","0.744247360600809","492413309","491202160","2.45581435056062","0.025906509249976","0.170653445648517","130","17.8173048571764","93.429","10.7033148165987","172.343748220799","5.01803166666667","-72.85240650177","11277","7589","/external/mousecelltypes/prod262/specimen_466632464/min_xy_466632464.aff","8705.87","1124.93","7430.11","0.851548","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487660113","/api/v2/well_known_file_download/491383425","/api/v2/well_known_file_download/491383427","221"
"Rorb-IRES2-Cre","480124551","Rorb-IRES2-Cre-D;Ai14-197352.06.01.01","left","721","Primary visual area, layer 4","VISp4","385","VISp","4","385.150051603111","5","24","0.910384615179372","0.866628112053838","491253871","491112360","2.39621090667165","0.0649189348589349","0.174309987864725","90","23.299291689303","91.3371428571428","10.9484484484485","263.437464368344","2.33601","-73.1931147855871","5743","5742","/external/mousecelltypes/prod442/specimen_480124551/min_xy_480124551.aff","7981.38","899.686","3009.51","0.298321","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/487685991","/api/v2/well_known_file_download/491382636","/api/v2/well_known_file_download/491382640","533"
"Rbp4-Cre_KL100","486110216","Rbp4-Cre_KL100;Ai14-205727.04.02.01","right","778","Primary visual area, layer 5","VISp5","385","VISp","5","687.454633182774","9","18","0.917030704134134","0.615685893420943","496085262","496453676","2.39324221794077","","0.0452682963428575","110","23.4817607630757","","","335.937706455601","4.2826375","-65.9096209877416","9430","9425","/external/mousecelltypes/prod514/specimen_486110216/min_xy_486110216.aff","8224.32","1038.8","7798.13","0.662847","cre reporter positive","2","1","0","intact","spiny","/api/v2/well_known_file_download/501080044","/api/v2/well_known_file_download/486115512","/api/v2/well_known_file_download/491378387","435"
"Ntsr1-Cre_GN220","471819401","Ntsr1-Cre;Ai14-181184.02.02.01","right","33","Primary visual area, layer 6a","VISp6a","385","VISp","6a","544.217916085146","5","24","0.831471702727918","0.797891501396693","491771183","491202953","2.28959467479872","0.120438046971534","0.180874023246311","190","13.5162676595086","116.5925","8.57688101721809","131.790762681227","6.669825","-77.4934912109375","7621","7573","/external/mousecelltypes/prod327/specimen_471819401/min_xy_471819401.aff","9048.54","1848.11","2566.38","0.771473","cre reporter positive","5","1","0","truncated","spiny","/api/v2/well_known_file_download/487660373","/api/v2/well_known_file_download/487616671","/api/v2/well_known_file_download/491384478","226"
